supplier_name,total_water_production_16,total_water_production_15,total_water_production_13,savings_16,savings_15,savings_change,residential_water_usage_mean_16,cc_score
San Luis Obispo  City of,413267589.32129,406766853.35264003,532943042.91558003,-0.22455580419922475,-0.23675361042836005,0.0121978062291353,58.44598103534717,0.0932521935483308
California Water Service Company Dominguez,2704469088.6719,2672079456.8281,3087768122.252,-0.12413465597298441,-0.13462431405656383,0.01048965808357942,77.8438496991979,0.09254937389743637
Westborough Water District,68446753.242,67333651.943376,87255771.422512,-0.21556188059394393,-0.22831864476526859,0.012756764171324653,43.2801670942755,0.08392377125920131
California Water Service Company South San Francisco,616478314.7413,606572431.3605,797944974.4376001,-0.22741751061744542,-0.23983175432865092,0.012414243711205503,42.70639668447401,0.0811272457231763
Arroyo Grande  City of,193588332.7807,192350097.3581,303823870.5348,-0.36282711282711283,-0.3669026169026169,0.004075504075504055,95.4208205876868,0.039810983376421395
Monterey Park  City of,687560000.0,684110000.0,831800000.0,-0.17340706900697284,-0.1775547006491945,0.0041476316422216775,89.46302718355234,0.03923033111879311
Huntington Park  City of,362672638.251,360391678.26199996,424258557.954,-0.14516129032258066,-0.15053763440860224,0.005376344086021584,43.2824737535594,0.03537065424450906
El Segundo  City of,607080810.3474519,606325277.879972,636905641.5142119,-0.04682770762691456,-0.048013962573069065,0.0011862549461545066,82.35647698633814,0.010765319320671363
Santa Maria  City of,1121254760.3070002,1120277206.026,1373789616.2319999,-0.18382352941176452,-0.1845351043643263,0.0007115749525617721,81.9515348214955,0.006441680764325552
Beverly Hills  City of,895309380.8252,895211625.3971,1123177283.7263,-0.2028779483013723,-0.2029649830282283,8.703472685600566e-05,132.35951116841434,0.0010013136763365048
Alhambra  City of,775637185.74518,777996350.07666,1060724599.2274799,-0.2687666654378786,-0.2665425590739853,-0.002224106363893308,89.17896696083329,-0.021003263038228002
Compton  City of,618466008.446,621724522.716,732514007.8959999,-0.15569395017793586,-0.15124555160142344,-0.0044483985765124134,58.97213266240903,-0.03416072742192955
Riverbank  City of,412417204.0,413707800.0,465864073.0,-0.11472631631759249,-0.11195598893070254,-0.0027703273868899536,169.85872984720433,-0.036105638662104055
Montecito Water District,366257003.948,368212112.51,689501619.5320001,-0.4688090737240076,-0.4659735349716447,-0.0028355387523629205,204.48295225504197,-0.04054750540612764
Golden State Water Company S San Gabriel,208121306.4249,209359541.84750003,242824483.4004,-0.14291465378421905,-0.13781535158346747,-0.005099302200751582,64.37588354504987,-0.04091403871084748
Eureka  City of,292060000.0,293740000.0,339454000.0,-0.13961832825655318,-0.13466920407477892,-0.0049491241817742615,70.40393729956959,-0.04152664305331234
"American Canyon, City of",279580524.366,282187335.782,387763198.13,-0.27899159663865547,-0.2722689075630252,-0.006722689075630284,76.2111123218968,-0.05868838730983253
Hawthorne  City of,337582078.372,341459710.3533,382712501.0115,-0.11792252022137086,-0.10779054916985958,-0.010131971051511271,65.1484564116373,-0.0817797927117195
Santa Barbara  City of,864734741.42979,879909642.38518,1408564480.52144,-0.38608792612059073,-0.3753146167228042,-0.010773309397786535,68.40516399573762,-0.08910325650071402
Bakman Water Company,340692302.0,344425325.0,518312840.0,-0.3426898280196956,-0.3354875696307273,-0.007202258388968319,194.439603032691,-0.10042944460955534
El Toro Water District,734827553.0277,745277608.29159,995854097.1403201,-0.26211324014449516,-0.25161967959792686,-0.010493560546568304,108.70896233365634,-0.10940962961623034
California City  City of,403371481.48330003,408389593.4591,491709803.34300005,-0.17965540092776677,-0.1694499668654739,-0.010205434062292879,159.63231694508065,-0.1289412540214363
Marina Coast Water District,275901661.75517,282949828.12118,424001135.32667,-0.3492902759739012,-0.33266728660247,-0.016622989371431196,60.290973520135935,-0.12907296169321786
Alco Water Service,344299000.0,350899000.0,447983000.0,-0.23144628255982927,-0.2167135806492657,-0.014732701910563556,103.2546551614234,-0.14970531592483985
Benicia  City of,402687193.48660004,416014516.8509,649715160.2953,-0.38020963940017044,-0.35969707608205026,-0.02051256331812018,84.13784701547785,-0.1881549429602498
Vernon  City of,613392501.72761,632901226.6621,651875555.25631,-0.05903435589568763,-0.029107286569059244,-0.029927069326628388,39.865012184313294,-0.1889557622097514
California-American Water Company Monterey District,912957494.1115199,945497017.6117401,1079839043.9352999,-0.15454298560608343,-0.12440930625546918,-0.030133679350614243,68.03969556124373,-0.24856120378104038
"Perris, City of",137737398.1929,143326076.017377,190884743.490881,-0.2784263651773719,-0.24914860456501592,-0.029277760612355985,86.49311515892116,-0.27228807713877806
Morro Bay  City of,92005424.0,97087596.0,119120801.0,-0.22762923664356488,-0.18496521862709772,-0.04266401801646716,64.21473430289457,-0.3418842539050261
North Coast County Water District,214788155.82924,232613485.69813198,345158649.32668,-0.37771179645001196,-0.3260679222383564,-0.05164387421165556,48.57912053028637,-0.3599512107479502
Humboldt Bay Municipal Water District,50810000.0,53060000.0,49765000.0,0.020998693861147392,0.06621119260524465,-0.04521249874409726,88.64655509115376,-0.4256860724813083
Martinez  City of,261478566.215608,281485963.616816,324474264.912532,-0.19414698023556853,-0.1324860118176222,-0.06166096841794633,48.933994369537665,-0.4313359687372916
Blythe  City of,289600000.0,309500000.0,364000000.0,-0.2043956043956044,-0.14972527472527472,-0.05467032967032967,132.594374476992,-0.6295268271157305
California Water Service Company King City,117795290.86050001,134772150.2072,172538330.5965,-0.31728045325779036,-0.21888574126534477,-0.0983947119924456,44.66823954701217,-0.6576141919232781
Patterson  City of,299352884.0,331531760.0,472549824.0,-0.36651572216012507,-0.2984194614788387,-0.06809626068128638,109.45063461474967,-0.7124139361651303
Redlands  City of,2373827645.6949997,2534733080.3476,2977565169.6406,-0.2027621528157764,-0.1487228873470639,-0.05403926546871249,208.59201518350733,-0.7804737073777943
Wasco  City of,340340000.0,383540000.0,537330000.0,-0.3666089740010794,-0.28621145292464595,-0.08039752107643344,101.94562861442425,-0.8117587194794628
Hanford  City of,1320227298.0,1478892470.0,1638207120.0,-0.19410233182236444,-0.0972493942035852,-0.09685293761877925,154.41145932657332,-1.2035179207787405
